ReportCardYear,DISTRICTNM,SCHOOLNM,SCHOOLID,SCHOOLTYPECD,street,city,state,zip,GRADESPAN,Enrollment,hdphone,URL,headname,supername,chair,TeacherCount
2018,Aiken County Public School District,Horse Creek Academy,201602,M,1200 Toolebeck Road,Aiken,SC,29803,PK-8,560,8032260160,www.hcacs.net,Frank G. Roberson,,,31
2018,Aiken County Public School District,Aiken Performing Arts Charter,201603,H,.,.,SC,.,9-12,57,.,.,.,,,4
2018,Aiken County Public School District,Aiken County Public School District,201999,D,1000 Brookhaven Drive,Aiken,SC,29803,PK-12,24549,(803) 641-2428,https://www.acpsd.net/,Dr. Sean Alford,Dr. Sean Alford,Mr. Levi Green,1571
2018,Allendale County Schools,Allendale-Fairfax High,301001,H,3581 Allendale-Fairfax High,"Fairfax, SC",SC,29827,9-12,348,803-584-2311,http://afhs.acs.k12.sc.us,Darlene D. Hall,,,29
2018,Allendale County Schools,Allendale Elementary,301004,E,3305 Allendale Fairfax Hwy.,Fairfax,SC,29827,3-6,359,803-584-3476,http://ales.acs.k12.sc.us/,Sheila Leath,,,20
2018,Allendale County Schools,Fairfax Elementary School,301006,P,174 14th Street,Fairfax,SC,29827,PK-2,311,803-632-2536,www.ffes.acs.k12.sc.us,Dr. Beverly McCullough,,,22
2018,Allendale County Schools,Allendale-Fairfax Middle,301008,M,3581 Allendale-Fairfax Highway,Fairfax,SC,29827,7-8,136,803-584-3489,afms.acs.k12.sc.us,Darlene D. Hall,,,11
2018,Allendale County Schools,Allendale County Schools,301999,D,3249 Allendale-Fairfax Hwy,Fairfax,SC,29827,PK-12,1154,803-584-4603,www.acs.k12.sc.us,Dr. Walter L. Tobin,Dr. Walter L. Tobin,Ms. Wilda Robinson,83
2018,Anderson School District One,Palmetto High School,401001,H,804 North Hamilton Street,Williamston,SC,29697,9-12,1000,864-847-7311,http://www.anderson1.k12.sc.us/Domain/971,Robert Roach,,,51
2018,Anderson School District One,Powdersville High School,401002,H,145 Hood Road,Greenville,SC,29611,9-12,889,864-312-5641,www.anderson1.k12.sc.us/Domain/1278,Dr. Chris Ferguson,,,44
2018,Anderson School District One,Wren High School,401003,H,905 Wren School Rd,Piedmont,SC,29673,9-12,1106,864-850-5900,https://www.anderson1.k12.sc.us/Domain/1101,Seth Young,,,55
2018,Anderson School District One,Palmetto Elementary,401004,E,1 Roberts Boulevard,Williamston,SC,29697,PK-5,597,864-847-5442,www.anderson1.k12.sc.us,Amy Cothran,,,44
2018,Anderson School District One,Cedar Grove Elementary School,401005,E,107 Melvin Lane,Williamston,SC,29697,PK-5,635,864-847-3500,www.anderson1.k12.sc.us,Kristie H. Finley,,,39
2018,Anderson School District One,Concrete Primary School,401006,P,535 Powdersville Main,Easley,SC,29642,PK-2,727,864-269-4571,https://www.anderson1.org/Domain/199,Sherry Padgett,,,34
2018,Anderson School District One,Wren Middle School,401008,M,1010 Wren School Road,Piedmont,SC,29673,6-8,789,864-850-5930,https://sc01000609.schoolwires.net/Domain/879,Dr. Andrew B. Hooker,,,46
2018,Anderson School District One,West Pelzer Elementary School,401009,E,10 W Stewart Street,West Pelzer,SC,29669,PK-5,449,864-947-6424,https://www.anderson1.k12.sc.us/Domain/557,Dr. Stacy Hashe,,,29
2018,Anderson School District One,Spearman Elementary,401011,E,2001 Easley Hwy.,Piedmont,SC,29673,PK-5,650,864-947-9787,https://www.anderson1.k12.sc.us/Domain/488,Jason Lesley,,,37
2018,Anderson School District One,Palmetto Middle School,401012,M,803 N. Hamilton St.,Williamston,SC,29697,6-8,780,864-847-4333,https://www.anderson1.k12.sc.us/,Jason McCauley,,,49
2018,Anderson School District One,Wren Elementary,401013,E,226 Roper Rd.,Piedmont,SC,29673,PK-5,558,864-850-5950,https://www.anderson1.k12.sc.us/Domain/624,Tommy Bolger,,,32
2018,Anderson School District One,Hunt Meadows Elementary School,401014,E,420 Hunt Rd.,Easley,SC,29642,PK-5,553,864-850-3987,https://www.anderson1.k12.sc.us/Domain/262,Carrie Pennington,,,31
2018,Anderson School District One,Powdersville Middle,401061,M,135 Hood Road,Greenville,SC,29611,6-8,683,864-269-1821,https://www.anderson1.k12.sc.us/Domain/793,Todd Binnicker,,,40
2018,Anderson School District One,Powdersville Elementary School,401062,E,139 Hood Road,"Greenville, SC",SC,29611,3-5,642,864-269-4431,https://www.anderson1.k12.sc.us/Domain/418,Brad Moore,,,36
2018,Anderson School District One,Anderson School District One,401999,D,801 N. Hamilton Street,Williamston,SC,29697,PK-12,10058,864-847-7344,www.anderson1.k12.sc.us,Mr. David C. Havird,Mr. David C. Havird,Mrs. Nancy Upton,567
2018,Anderson County School District Two,Belton-Honea Path High School,402012,H,11000 Belton Honea Path Highway,Honea Path,SC,29654,9-12,1103,864-369-7382,http://bhp.anderson2.org/,Lester McCall,,,56
2018,Anderson County School District Two,Belton Elementary School,402013,E,202 Watkins Street,"Belton, SC",SC,29627,3-5,493,864-369-4710,http://bes.anderson2.org/,Tracy S. Hedrick,,,31
2018,Anderson County School District Two,Belton Middle School,402014,M,102 Cherokee Rd.,Belton,SC,29627,6-8,527,864-369-4712,bms.anderson2.org,Josh Burton,,,34
2018,Anderson County School District Two,Marshall Primary School,402015,P,218 Bannister Street,Belton,SC,29627,PK-2,516,864-369-4716,http://mps.anderson2.org,Mrs. Jenifer B. Fleming,,,33
2018,Anderson County School District Two,Honea Path Elementary,402018,E,806 E Greer St,Honea Path,SC,.,PK-5,564,864-369-7612,hpe.anderson2.org,Jeremy Sauceman,,,38
2018,Anderson County School District Two,Honea Path Middle School,402019,M,107 Brock Avenue,Honea Path,SC,29654,6-8,351,864-369-7641,http://hpms.anderson2.org/,Matthew Schult,,,23
2018,Anderson County School District Two,Wright Elementary School,402021,E,1136 Wright School Road,Belton,SC,29627,K-5,238,864-296-1776,http://wes.anderson2.org/,Laurie McCall,,,14
2018,Anderson County School District Two,Anderson County School District Two,402999,D,10990 Belton-Honea Path Hwy.,Honea Path,SC,29654,PK-12,3792,864-369-7364,www.anderson2.org,Dr. Richard Rosenberger,Dr. Richard Rosenberger,Mr. Phil Ashley,231
2018,Anderson School District Three,Crescent High School,403022,H,9104 Hwy 81 South,Iva,SC,29655,9-12,747,864-352-6175,http://www.acsd3.org/,Barry Jacks,,,50
2018,Anderson School District Three,Iva Elementary School,403024,E,803 Antreville Hwy.,Iva,SC,29655,PK-5,408,864-348-6400,www.acsd3.org/Iva_Elementary,Eric Hughes,,,30
2018,Anderson School District Three,Starr-Iva Middle School,403025,M,1034 Rainey Rd,1034 Rainey Rd,SC,.,6-8,569,864-352-6146,www.anderson3.k12.sc.us/starriva,Daniel Crawford,,,37
2018,Anderson School District Three,Starr Elementary,403026,E,400 Professor Brown Lane,Starr,SC,29684,PK-5,492,864-352-6154,acsd3.org,Melissa M. Davis,,,34
2018,Anderson School District Three,Flat Rock Elementary,403027,E,115 Thompson Road,Anderson,SC,29624,PK-5,396,864-296-9191,www.anderson3.k12.sc.us/flatrock,Christy Horton Dodd,,,27
2018,Anderson School District Three,Anderson School District Three,403999,D,335 West Front Street,Iva,SC,29655,PK-12,2612,864-348-6196,www.acsd3.org,Kathy Hipp,Kathy Hipp,Marty Watt,178
2018,Anderson District 4,Pendleton High School,404027,H,7324 Hwy 187,Anderson,SC,29625,9-12,863,864-403-2100,http://phs.anderson4.org/,Brian Couch,,,57
2018,Anderson District 4,Riverside Middle School,404029,M,458 Riverside Street,Pendleton,SC,29670,7-8,410,8644032200,https://rms.anderson4.org/,Jeff Boozer,,,31
2018,Anderson District 4,La France Elementary,404031,E,550 Williams St,Pendleton,SC,29670,PK-6,422,864-403-2300,les.anderson4.org,Hope Bass,,,30
2018,Anderson District 4,Pendleton Elementary,404034,E,902 East Queen St.,Pendleton,SC,29670,PK-6,382,864-403-2500,pes.anderson4.org,Jeffrey Simpson,,,30
2018,Anderson District 4,Townville Elementary School,404036,E,"PO Box 10
105 Townville School Road",Townville,SC,29625,PK-6,287,864-403-2600,www.tes.anderson4.org,Mrs. Denise B. Fredericks,,,20
2018,Anderson District 4,Mount Lebanon Elementary School,404037,E,2850 Lebanon Road,Pendleton,SC,29621,PK-6,506,864-403-2400,mles.anderson4.org,Elliott Southard,,,30
2018,Anderson District 4,Anderson District 4,404999,D,315 East Queen Street,Pendleton,SC,29670,PK-12,2870,864-436-5269,http://www.anderson4.org/,Dr. JoAnne Avery,Dr. JoAnne Avery,Dr. Tom Dobbins,198
2018,Anderson School District Five,T.L. Hanna High School,405038,H,2600 Highway 81 North,2600 Highway 81 North,SC,.,9-12,1872,864-250-5110,https://www.anderson5.net/tlhanna,Shawn Patrick Tobin,,,95
2018,Anderson School District Five,Mccants Middle School,405040,M,2123 Marchbanks Ave.,Anderson,SC,29621,6-8,689,864-260-5145,www.anderson5.net/mccants,Kelly P. Elrod,,,49
2018,Anderson School District Five,Centerville Elementary School,405044,E,1529 Whitehall Road,Anderson,SC,29625,K-5,751,864-260-5100,,Jenifer Seymour,,,43
2018,Anderson School District Five,"Concord Elementary School,",405045,E,2701 Calrossie Road,Anderson,SC,29621,K-5,616,864-260-5105,http://www.anderson5.net/Domain/10,Beryl C. Barclay,,,39
2018,Anderson School District Five,Homeland Park Primary School,405047,P,3519 Wilmont Street,Anderson,SC,29624,PK-2,449,864-260-5125,https://www.anderson5.net/Domain/11,Gary Bruhjell,,,32
2018,Anderson School District Five,Westside High School,405048,H,806 Pearman Dairy Rd.,Anderson,SC,29625,9-12,1653,864-260-5230,https://www.anderson5.net/westside,Mr. Kory Roberts,,,94
2018,Anderson School District Five,Nevitt Forest Elementary School,405050,E,1401 Bolt Drive,Anderson,SC,29621,K-5,493,864-260-5190,https://www.anderson5.net/nevittforest,Robin Gay,,,34
2018,Anderson School District Five,New Prospect Elementary School,405051,E,126 New Prospect Church Road,Anderson,SC,29625,K-5,522,864-260-5195,https://www.anderson5.net/newprospect,Mr. Brian C. Williams,,,35
2018,Anderson School District Five,Varennes Elementary School,405055,E,1820 Highway 29 South,"Anderson, SC",SC,29626,3-5,403,864-260-5215,www.anderson5.net/Domain/17,Mrs. Taria S. McIntosh,,,30
2018,Anderson School District Five,Whitehall Elementary School,405059,E,702 Whitehall Rd.,Anderson,SC,29611,PK-5,526,864-260-5255,www.anderson5.net/whitehall,Jennifer Bufford,,,35
2018,Anderson School District Five,Calhoun Academy Of The Arts,405060,E,1520 East Calhoun Street,"Anderson, South Carolina",SC,29621,K-5,643,864-260-5090,https://www.anderson5.net/domain/8,Ann D. Self,,,41
2018,Anderson School District Five,Midway Elementary School,405061,E,1221 Harriet Circle,Anderson,SC,29621,K-5,742,864-716-3800,https://www.anderson5.net/Midway,Brandon Meares,,,51
2018,Anderson School District Five,Mclees Elementary School,405062,E,4900 Dobbins Bridge Road,Anderson,SC,29626,K-5,630,864-716-3600,https://www.anderson5.net/Domain/12,Janet Mills,,,41
2018,Anderson School District Five,Robert Anderson Middle School,405063,M,2302 Dobbins Bridge Road,Anderson,SC,.,6-8,1188,864-716-3890,http://robertanderson.anderson5.net,Leonard Galloway,,,77
2018,Anderson School District Five,Glenview Middle School,405064,M,2575 Old Williamston Road,Anderson,SC,29621,6-8,716,864-716-4060,https://www.anderson5.net/glenview,Walter A. Mayfield,,,46
2018,Anderson School District Five,Southwood Academy Of The Arts,405065,M,1110 Southwood Street,Anderson,SC,29624,6-8,343,864-260-5205,www.anderson5.net/southwood,James A. Smith,,,40
2018,Anderson School District Five,North Pointe Elementary School,405066,E,3325 Highway 81 North,Anderson,SC,29621,PK-5,575,864-260-5040,www.anderson5.net/northpointe,Jill S. Gilreath,,,34
2018,Anderson School District Five,Anderson Five Charter School,405601,H,1225 South McDuffie Street,Anderson,SC,29625,9-12,82,864-260-5538,https://www.anderson5.net/Domain/4026,Katie Brown,,,9
2018,Anderson School District Five,Anderson School District Five,405999,D,400 Pearman Dairy Road,Anderson,SC,29625,PK-12,13148,864-260-5000,www.anderson5.net,Thomas A. Wilson,Thomas A. Wilson,Mr. Tommy Price,877
2018,Bamberg School District 1,Bamberg Ehrhardt High School,501001,H,267 Red Raider Drive,Bamberg,SC,29003,9-12,415,803-245-3030,www.bamberghigh.bsd.schoolinsites.com,Dennis R. Ulmer Jr,,,29
2018,Bamberg School District 1,Bamberg-Ehrhardt Middle School,501002,M,897 North Street,Bamberg,SC,29003,7-8,207,803-245-3058,http://bambergmiddle.bsd.schoolinsites.com/,Denise L. Miller,,,16
2018,Bamberg School District 1,Richard Carroll Elementary School,501006,E,1980 Main Highway,Bamberg,SC,29003,PK-6,739,803-245-3043,http://carrollelem.bsd.schoolinsites.com/,Stacey Walter,,,51
2018,Bamberg School District 1,Bamberg School District 1,501999,D,3830 Faust Street,Bamberg,SC,29003,PK-12,1361,803-245-3053,http://bamberg1.schoolinsites.com/,Phyllis K. Schwarting,Phyllis K. Schwarting,Chris Wallace,96
2018,Bamberg School District Two,Denmark-Olar High School,502007,H,197 Viking Circle,Denamrk,SC,29042,9-12,167,8037933307,www.bamberg2.org,Mickey Pringle,,,20
2018,Bamberg School District Two,Denmark-Olar Middle School,502008,M,.45 Green Street,.Denmark,SC,0,6-8,158,.803-793-3383,.bamberg2.org,.Daryl B. Brockington,,,12
2018,Bamberg School District Two,Denmark-Olar Elementary,502010,E,1459 Solomon Blatt Blvd,Denmark,SC,29042,PK-5,357,803-793-3112,www.Bamberg2.org,Lorraine Peeples,,,24
2018,Bamberg School District Two,Bamberg School District Two,502999,D,62 Holly Avenue,Denmark,SC,29042,PK-12,682,(803) 793-3346,https://www.bamberg2.org,Dr. Thelma F. Sojourner,Dr. Thelma F. Sojourner,Mr. Larry D. Bias,56
2018,Barnwell 19,Blackville-Hilda High School,619001,H,76 Atkins Circle,Blackville,SC,29817,9-12,192,803-284-5700,Barnwell 19,Mike Beasley,,,14
2018,Barnwell 19,Macedonia Elementary School,619003,E,556 Jones Bridge Road,Blackville,SC,29817,PK-5,288,803-284-5800,www.barnwell19.k12.sc.us/3/home,Teresa G. Brown,,,19
2018,Barnwell 19,Blackville- Hilda Middle School,619004,M,556 Jones Bridge Rd.,Blackville,SC,29817,6-8,137,803-284-5800,www.barnwell19.k12.sc.us,Eryl M. Smalls,,,10
2018,Barnwell 19,Barnwell 19,619999,D,297 Pascallas Street,Blackville,SC,29817,PK-12,617,8032845608,www.barnwell19.k12.sc.us/,Dr. Shawn Johnson,Dr. Shawn Johnson,Ethel Faust,43
2018,Williston School District 29,Williston-Elko High School,629006,H,12233 Main Street,Williston,SC,29853,9-12,266,803-266-3110,www.williston.k12.sc.us,Alison C. Brady,,,23
2018,Williston School District 29,Kelly Edwards Elementary School,629007,E,1071 Elko St.,Williston,SC,29826,PK-5,431,803-266-3737,http://www.williston.k12.sc.us/3/Home,Nakeisha Baxley,,,28
2018,Williston School District 29,Williston-Elko Middle School,629008,M,11233 Main Street,Williston,SC,29853,6-8,209,803-266-3430,http://www.williston.k12.sc.us/2/Home,"Herman Thompson, Interim Principal",,,17
2018,Williston School District 29,Williston School District 29,629999,D,12255 Main Street,Williston,SC,29853,PK-12,906,8032667878,http://www.williston.k12.sc.us/,Dr. Everette Dean,Dr. Everette Dean,Ferlecia A. Cuthbertson,68
2018,Barnwell School District 45,Barnwell High School,645009,H,474 Jackson Street,Barnwell,SC,29812,9-12,650,803-541-1390,http://bhs.bsd45.net,Franklin McCormack,,,40
2018,Barnwell School District 45,Guinyard-Butler Middle School,645010,M,779 Allen Street,Barnwell,SC,29812,7-8,336,803-541-1370,https://barnwell-gbms.weebly.com/,Dr. Jessica Brabham-James,,,24
2018,Barnwell School District 45,Barnwell Primary School,645011,P,734 Hagood Avenue,Barnwell,SC,29812,PK-3,727,803-541-1320,http://bpsbsd45.weebly.com/,Donna Selvey,,,52
2018,Barnwell School District 45,Barnwell Elementary School,645012,E,10524 Marlboro Avenue,Barnwell,SC,29812,4-6,492,[803-541-1285],besbsd45.weebly.com,Dr. Carolyn Anderson,,,30
2018,Barnwell School District 45,Barnwell School District 45,645999,D,770 Hagood Ave.,Barnwell,SC,29812,PK-12,2205,803-541-1300,http://barnwell45.org,Mrs. Crystal F. Stapleton,Mrs. Crystal F. Stapleton,Dr. Rhett Richardson,146
2018,Beaufort County School District,Lady's Island Middle School,701001,M,30 Cougar Drive,Beaufort,SC,29907,6-8,544,843-322-3100,https://lims.beaufortschools.net,Gregory Hall,,,37
2018,Beaufort County School District,Beaufort High School,701002,H,84 Sea Island Parkway,Beaufort,SC,29907,9-12,1355,843-322-2000,https://bhs.beaufortschools.net,Bonnie Nielsen Almond,,,81
2018,Beaufort County School District,Hilton Head Island High School,701003,H,70 Wilborn Road,Hilton Head Island,SC,29926,9-12,1316,843-689-4805,https://hhihs.beaufortschools.net,Amanda O'Nan,,,83
2018,Beaufort County School District,Battery Creek High School,701004,H,1 Blue Dolphin Drive,Beaufort,SC,29906,9-12,797,843-322-5500,https://bchs.beaufortschools.net/,Chad Cox,,,61
2018,Beaufort County School District,Beaufort Elementary School,701008,E,1800 Prince Street,Beaufort,SC,29902,PK-5,475,843-322-2600,https://bes.beaufortschools.net/,Melissa Holland,,,49
2018,Beaufort County School District,Hilton Head Island Middle School,701009,M,55 Wilborn Road,"Hilton Head, South Carolina",SC,29926,6-8,1005,843-689-4500,hhims.beaufortschools.net,Neodria Brown,,,66
2018,Beaufort County School District,Broad River Elementary,701010,E,474 Broad River Blvd,474 Broad River Blvd,SC,29906,PK-5,474,843-322-8400,bres.beaufortschools.net,Constance Goodwine-Lewis,,,44
2018,Beaufort County School District,Lady's Island Elementary School,701014,E,73 Chowan Creek Bluff,Beaufort,SC,29907,PK-5,332,843-322-2240,http://lies.beaufortschools.net,Marvelle Ulmer,,,28
